step	recall
0	0.9285714285714286
1	0.9285714285714286
2	0.9285714285714286
3	0.9285714285714286
4	0.9285714285714286
5	0.9285714285714286
6	0.9285714285714286
7	0.9285714285714286
8	0.9285714285714286
9	0.9285714285714286
