step	precision
0	0.7602339181286549
1	0.7602339181286549
2	0.7602339181286549
3	0.7602339181286549
4	0.7602339181286549
5	0.7602339181286549
6	0.7602339181286549
7	0.7602339181286549
8	0.7602339181286549
9	0.7602339181286549
